smiles,target_chembl_id,standard_type,target_name,B,F,y_B,y_F,m_B,m_F,split,yB_true,mB,yF_true,mF,yB_pred,yF_pred,resid,abs_err
COC(=O)C1C2CCC(CC1c1ccc(I)cc1)N2,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.44,,9.44,0.0,1.0,0.0,test,9.44,1.0,0.0,0.0,7.151702,5.6191425,2.2882979999999993,2.2882979999999993
COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)N2,CHEMBL228,IC50,Sodium-dependent serotonin transporter,8.79,,8.79,0.0,1.0,0.0,test,8.79,1.0,0.0,0.0,6.5024133,5.189996,2.2875866999999994,2.2875866999999994
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,CHEMBL222,AC50,Sodium-dependent noradrenaline transporter,6.44,,6.44,0.0,1.0,0.0,test,6.44,1.0,0.0,0.0,4.153633,4.708913,2.2863670000000003,2.2863670000000003
Cc1cccc(N2CCN(C[C@H](O)CNC(=O)c3nc(C)n(-c4ccccc4)c3C)CC2)c1C,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.19,,9.19,0.0,1.0,0.0,test,9.19,1.0,0.0,0.0,6.9053164,6.6406384,2.2846835999999993,2.2846835999999993
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.44,,9.44,0.0,1.0,0.0,test,9.44,1.0,0.0,0.0,7.156284,5.3957224,2.283715999999999,2.283715999999999
Cc1cc(C)c([C@H](O)[C@@H](CN)c2ccccc2)c(C)c1,CHEMBL222,Kd,Sodium-dependent noradrenaline transporter,4.65,,4.65,0.0,1.0,0.0,test,4.65,1.0,0.0,0.0,6.932709,6.5915637,-2.2827089999999997,2.2827089999999997
COc1cc([Se]C(F)(F)F)c(OC)cc1CCN,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,8.49,,8.49,0.0,1.0,0.0,test,8.49,1.0,0.0,0.0,6.215006,5.6460915,2.2749940000000004,2.2749940000000004
CSCCSCCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,CHEMBL222,IC50,Sodium-dependent noradrenaline transporter,7.79,,7.79,0.0,1.0,0.0,test,7.79,1.0,0.0,0.0,5.517566,5.868616,2.2724339999999996,2.2724339999999996
NCC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.0,,9.0,0.0,1.0,0.0,test,9.0,1.0,0.0,0.0,6.7278957,5.77711,2.2721042999999996,2.2721042999999996
CN(C)Cc1cc(I)ccc1Sc1ccc(CO)cc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.51,,9.51,0.0,1.0,0.0,test,9.51,1.0,0.0,0.0,7.2406654,5.935424,2.2693345999999996,2.2693345999999996
C=CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(OC)c1OC,CHEMBL217,Ki,D(2) dopamine receptor,9.15,,9.15,0.0,1.0,0.0,test,9.15,1.0,0.0,0.0,6.8840256,7.0252113,2.2659744,2.2659744
CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.2,,9.2,0.0,1.0,0.0,test,9.2,1.0,0.0,0.0,6.9366293,5.7950954,2.2633706999999994,2.2633706999999994
COC[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,CHEMBL222,IC50,Sodium-dependent noradrenaline transporter,8.7,,8.7,0.0,1.0,0.0,test,8.7,1.0,0.0,0.0,6.437175,5.8367434,2.2628249999999994,2.2628249999999994
CN(C)Cc1cc(Br)ccc1Sc1ccc(CO)cc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.54,,9.54,0.0,1.0,0.0,test,9.54,1.0,0.0,0.0,7.281096,5.8507805,2.2589039999999994,2.2589039999999994
C=CCc1ccccc1OCC(O)CNC(C)C,CHEMBL214,AC50,5-hydroxytryptamine receptor 1A,7.84,5.32,7.84,5.32,1.0,1.0,test,7.84,1.0,5.32,1.0,5.581704,4.933792,2.2582959999999996,2.2582959999999996
CNCCc1c[nH]c2ccc(C(C)(C)C)cc12,CHEMBL214,Ki,5-hydroxytryptamine receptor 1A,8.21,,8.21,0.0,1.0,0.0,test,8.21,1.0,0.0,0.0,5.9517074,5.867322,2.2582926000000008,2.2582926000000008
C=C(CCC(=O)OCC)Cc1ccc(O[Si](C)(C)C(C)(C)C)c(OC)c1,CHEMBL217,Ki,D(2) dopamine receptor,6.95,,6.95,0.0,1.0,0.0,test,6.95,1.0,0.0,0.0,4.694316,5.2563205,2.2556840000000005,2.2556840000000005
CN(C)Cc1cc(OCCO)ccc1Sc1ccc(F)cc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,8.92,,8.92,0.0,1.0,0.0,test,8.92,1.0,0.0,0.0,6.66724,5.593835,2.2527600000000003,2.2527600000000003
COc1cc(S(=O)(=O)C(F)(F)F)c(OC)cc1CCN,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,8.72,,8.72,0.0,1.0,0.0,test,8.72,1.0,0.0,0.0,6.4673104,6.071967,2.252689600000001,2.252689600000001
COC(=O)C1C(c2ccc(/C=C\Br)cc2)CC2CCC1N2C,CHEMBL228,Ki,Sodium-dependent serotonin transporter,10.1,,10.1,0.0,1.0,0.0,test,10.1,1.0,0.0,0.0,7.8502994,6.6503396,2.2497005999999997,2.2497005999999997
COc1cc(CC(C)N)c(OC)cc1I,CHEMBL214,Kd,5-hydroxytryptamine receptor 1A,5.3,,5.3,0.0,1.0,0.0,test,5.3,1.0,0.0,0.0,7.546796,6.6232185,-2.246796,2.246796
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,CHEMBL224,AC50,5-hydroxytryptamine receptor 2A,6.76,5.82,6.76,5.82,1.0,1.0,test,6.76,1.0,5.82,1.0,4.51814,4.5644603,2.24186,2.24186
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,CHEMBL228,Ki,Sodium-dependent serotonin transporter,8.8,,8.8,0.0,1.0,0.0,test,8.8,1.0,0.0,0.0,6.55913,5.295924,2.240870000000001,2.240870000000001
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CHEMBL228,AC50,Sodium-dependent serotonin transporter,8.7,,8.7,0.0,1.0,0.0,test,8.7,1.0,0.0,0.0,6.4596643,5.2905555,2.2403356999999993,2.2403356999999993
CN(C)Cc1ccccc1Sc1ccc(Cl)cc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.57,,9.57,0.0,1.0,0.0,test,9.57,1.0,0.0,0.0,7.3321066,5.721006,2.2378934,2.2378934
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,CHEMBL228,AC50,Sodium-dependent serotonin transporter,7.7,,7.7,0.0,1.0,0.0,test,7.7,1.0,0.0,0.0,5.4660873,4.659255,2.2339127000000003,2.2339127000000003
CN(C)Cc1cc(NS(C)(=O)=O)ccc1Sc1ccc(C(F)(F)F)cc1,CHEMBL228,IC50,Sodium-dependent serotonin transporter,8.52,,8.52,0.0,1.0,0.0,test,8.52,1.0,0.0,0.0,6.2872705,4.593645,2.2327294999999996,2.2327294999999996
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CHEMBL217,IC50,D(2) dopamine receptor,8.445,8.205,8.445,8.205,1.0,1.0,test,8.445,1.0,8.205,1.0,6.2158704,5.9771233,2.2291296000000003,2.2291296000000003
O=S(=O)(NC1CCN(CCOc2ccc(Br)cc2)CC1)c1ccccc1,CHEMBL214,Ki,5-hydroxytryptamine receptor 1A,4.28,,4.28,0.0,1.0,0.0,test,4.28,1.0,0.0,0.0,6.504547,6.300101,-2.2245469999999994,2.2245469999999994
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1c1ccc(C)c(F)c1)N2,CHEMBL222,IC50,Sodium-dependent noradrenaline transporter,9.3,,9.3,0.0,1.0,0.0,test,9.3,1.0,0.0,0.0,7.077712,6.025376,2.2222880000000007,2.2222880000000007
Cc1cc(C)c([C@H](O)[C@@H](CN(C)C)c2ccccc2)c(C)c1,CHEMBL238,Kd,Sodium-dependent dopamine transporter,4.38,,4.38,0.0,1.0,0.0,test,4.38,1.0,0.0,0.0,6.6007667,6.2069044,-2.2207667000000004,2.2207667000000004
CN(C)Cc1ccccc1Sc1ccc(CCCF)cc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,8.26,,8.26,0.0,1.0,0.0,test,8.26,1.0,0.0,0.0,6.0502605,4.972826,2.2097394999999995,2.2097394999999995
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CHEMBL217,AC50,D(2) dopamine receptor,7.82,,7.82,0.0,1.0,0.0,test,7.82,1.0,0.0,0.0,5.626995,5.478585,2.1930050000000003,2.1930050000000003
CNC[C@@H](O)[C@H](c1cccc(F)c1)n1ccc2cc(C)ccc21,CHEMBL228,IC50,Sodium-dependent serotonin transporter,7.32,,7.32,0.0,1.0,0.0,test,7.32,1.0,0.0,0.0,5.127733,4.762088,2.192267,2.192267
CNC[C@@H](c1ccc2ccccc2c1)[C@@H](OCC(N)=O)c1ccccc1,CHEMBL222,Ki,Sodium-dependent noradrenaline transporter,6.63,,6.63,0.0,1.0,0.0,test,6.63,1.0,0.0,0.0,8.817811,8.265816,-2.187811000000001,2.187811000000001
CNC[C@@H](c1ccc2ccccc2c1)[C@@H](O)c1ccccc1,CHEMBL222,Kd,Sodium-dependent noradrenaline transporter,7.38,,7.38,0.0,1.0,0.0,test,7.38,1.0,0.0,0.0,9.565006,8.696838,-2.1850060000000004,2.1850060000000004
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(SC)cc1)N2CCCF,CHEMBL228,Ki,Sodium-dependent serotonin transporter,8.52,,8.52,0.0,1.0,0.0,test,8.52,1.0,0.0,0.0,6.3380127,5.7816343,2.1819872999999994,2.1819872999999994
Fc1ccc(F)c(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1Cl,CHEMBL222,IC50,Sodium-dependent noradrenaline transporter,9.5,,9.5,0.0,1.0,0.0,test,9.5,1.0,0.0,0.0,7.3234015,6.7905006,2.1765985,2.1765985
Fc1ccc(F)c(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1Cl,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.0,,9.0,0.0,1.0,0.0,test,9.0,1.0,0.0,0.0,6.825574,5.945966,2.1744260000000004,2.1744260000000004
C=CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1(C)C,CHEMBL222,IC50,Sodium-dependent noradrenaline transporter,5.19,,5.19,0.0,1.0,0.0,test,5.19,1.0,0.0,0.0,7.359426,6.878045,-2.1694259999999996,2.1694259999999996
CCc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2C(=O)OC)N3C)cc1,CHEMBL238,Ki,Sodium-dependent dopamine transporter,6.3,,6.3,0.0,1.0,0.0,test,6.3,1.0,0.0,0.0,8.468846,7.5188117,-2.1688459999999994,2.1688459999999994
CNC(C)C(=O)c1ccc(C)cc1,CHEMBL238,EC50,Sodium-dependent dopamine transporter,7.31,,7.31,0.0,1.0,0.0,test,7.31,1.0,0.0,0.0,5.1460805,5.286271,2.1639194999999996,2.1639194999999996
CCOC[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,CHEMBL222,IC50,Sodium-dependent noradrenaline transporter,8.49,,8.49,0.0,1.0,0.0,test,8.49,1.0,0.0,0.0,6.3268423,5.549438,2.1631577,2.1631577
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CHEMBL228,Ki,Sodium-dependent serotonin transporter,7.425,,7.425,0.0,1.0,0.0,test,7.425,1.0,0.0,0.0,5.265686,4.1592855,2.159314,2.159314
CCCCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,CHEMBL217,Ki,D(2) dopamine receptor,5.56,,5.56,0.0,1.0,0.0,test,5.56,1.0,0.0,0.0,7.715448,7.275928,-2.1554480000000007,2.1554480000000007
COC(=O)[C@H]1[C@@H](c2cc(I)c(OC)c(I)c2)C[C@H]2CC[C@H]1N2C,CHEMBL238,IC50,Sodium-dependent dopamine transporter,5.89,,5.89,0.0,1.0,0.0,test,5.89,1.0,0.0,0.0,8.041004,6.9116883,-2.1510039999999995,2.1510039999999995
CN(C)Cc1ccccc1Sc1ccc(Br)cc1CO,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.28,,9.28,0.0,1.0,0.0,test,9.28,1.0,0.0,0.0,7.129385,4.742446,2.1506149999999993,2.1506149999999993
Cc1cccc(N2CCN(C[C@H](O)CNC(=O)c3nc(C)n(-c4ccccc4F)c3C)CC2)c1C,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.12,,9.12,0.0,1.0,0.0,test,9.12,1.0,0.0,0.0,6.9740543,6.5202904,2.1459456999999995,2.1459456999999995
CN(C)CC(C)(c1ccc2ccccc2c1)C(O)c1ccccc1,CHEMBL222,Ki,Sodium-dependent noradrenaline transporter,7.78,,7.78,0.0,1.0,0.0,test,7.78,1.0,0.0,0.0,5.6362133,6.313528,2.1437867000000006,2.1437867000000006
CN(C)C[C@H]1CCC[C@@H]1c1c[nH]c2ccc(C#N)cc12,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.69,,9.69,0.0,1.0,0.0,test,9.69,1.0,0.0,0.0,7.546651,6.402017,2.1433489999999997,2.1433489999999997
CCCN1[C@@H]2CCc3cccc(OC)c3C2C[C@@H]1C,CHEMBL214,Ki,5-hydroxytryptamine receptor 1A,9.0,,9.0,0.0,1.0,0.0,test,9.0,1.0,0.0,0.0,6.859673,6.795601,2.140327,2.140327
CCCN1[C@@H]2CCc3cccc(OC)c3[C@@H]2C[C@@H]1C,CHEMBL214,Ki,5-hydroxytryptamine receptor 1A,9.0,,9.0,0.0,1.0,0.0,test,9.0,1.0,0.0,0.0,6.859673,6.795601,2.140327,2.140327
NC[C@@H](c1ccccc1)[C@@H](O)c1ccccc1,CHEMBL238,Kd,Sodium-dependent dopamine transporter,4.62,,4.62,0.0,1.0,0.0,test,4.62,1.0,0.0,0.0,6.7577496,5.9949822,-2.1377496000000002,2.1377496000000002
CN1[C@H]2CC[C@@H]1[C@@H](C=C(Br)Br)[C@@H](c1ccc(Cl)cc1)C2,CHEMBL238,IC50,Sodium-dependent dopamine transporter,9.49,,9.49,0.0,1.0,0.0,test,9.49,1.0,0.0,0.0,7.361662,5.984115,2.1283380000000003,2.1283380000000003
CNC[C@H](O)[C@H](c1ccccc1)n1ccc2cc(OC)ccc21,CHEMBL228,IC50,Sodium-dependent serotonin transporter,7.51,,7.51,0.0,1.0,0.0,test,7.51,1.0,0.0,0.0,5.3823833,4.76915,2.1276167,2.1276167
CC(C)Oc1ccc(COC(=O)N(Cc2ccc(F)cc2)[C@H]2CCN(C)C[C@H]2F)cc1,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,10.0,,10.0,0.0,1.0,0.0,test,10.0,1.0,0.0,0.0,7.8744926,7.3229055,2.1255074,2.1255074
CC(C)Oc1ccc(COC(=O)N(Cc2ccc(F)cc2)[C@@H]2CCN(C)C[C@@H]2F)cc1,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,10.0,,10.0,0.0,1.0,0.0,test,10.0,1.0,0.0,0.0,7.8744926,7.3229055,2.1255074,2.1255074
NCCc1ccccc1Cc1ccccc1,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,5.74,,5.74,0.0,1.0,0.0,test,5.74,1.0,0.0,0.0,7.8594537,6.5646772,-2.1194537,2.1194537
COc1ccc2[nH]cc(CN3CCC(O)(c4ccc(I)cc4)CC3)c2c1,CHEMBL217,Ki,D(2) dopamine receptor,9.05,,9.05,0.0,1.0,0.0,test,9.05,1.0,0.0,0.0,6.9385495,6.890809,2.111450500000001,2.111450500000001
COc1cc(SC(F)F)c(OC)cc1CCN,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,8.195,,8.195,0.0,1.0,0.0,test,8.195,1.0,0.0,0.0,6.0835977,5.8964796,2.1114023,2.1114023
CCCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,CHEMBL217,Ki,D(2) dopamine receptor,9.16,,9.16,0.0,1.0,0.0,test,9.16,1.0,0.0,0.0,7.051092,6.812608,2.1089080000000004,2.1089080000000004
CN(C)Cc1ccccc1Oc1ccc(I)cc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.6,,9.6,0.0,1.0,0.0,test,9.6,1.0,0.0,0.0,7.4924154,6.006305,2.1075846,2.1075846
COc1cc(C[C@@H](C)N)c(OC)cc1Br,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,9.54,,9.54,0.0,1.0,0.0,test,9.54,1.0,0.0,0.0,7.436022,7.099713,2.103977999999999,2.103977999999999
COc1cc(CN(C(=O)OCc2ccc(OC(C)C)cc2)C2CCN(C)CC2)ccc1Cl,CHEMBL224,Ki,5-hydroxytryptamine receptor 2A,6.8,,6.8,0.0,1.0,0.0,test,6.8,1.0,0.0,0.0,8.8994465,8.256967,-2.0994465,2.0994465
CN(C)Cc1cc(S(N)(=O)=O)ccc1Sc1ccc(C(F)(F)F)cc1,CHEMBL228,IC50,Sodium-dependent serotonin transporter,7.58,,7.58,0.0,1.0,0.0,test,7.58,1.0,0.0,0.0,5.48472,4.401517,2.09528,2.09528
CSc1ccc(Oc2ccccc2CN(C)C)cc1,CHEMBL228,IC50,Sodium-dependent serotonin transporter,9.0,,9.0,0.0,1.0,0.0,test,9.0,1.0,0.0,0.0,6.9051857,5.2313857,2.0948143000000004,2.0948143000000004
CCOc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,CHEMBL217,Ki,D(2) dopamine receptor,5.68,,5.68,0.0,1.0,0.0,test,5.68,1.0,0.0,0.0,7.7734747,7.2600555,-2.0934747000000007,2.0934747000000007
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CHEMBL224,IC50,5-hydroxytryptamine receptor 2A,5.56,,5.56,0.0,1.0,0.0,test,5.56,1.0,0.0,0.0,7.6530447,6.6257367,-2.0930447,2.0930447
COc1ccc2[nH]cc(CC(C)N)c2c1,CHEMBL214,Ki,5-hydroxytryptamine receptor 1A,8.34,,8.34,0.0,1.0,0.0,test,8.34,1.0,0.0,0.0,6.247059,6.7583995,2.0929409999999997,2.0929409999999997
CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CHEMBL217,EC50,D(2) dopamine receptor,8.93,10.4,8.93,10.4,1.0,1.0,test,8.93,1.0,10.4,1.0,6.838191,8.063579,2.0918089999999996,2.0918089999999996
COC(=O)[C@H]1[C@@H](c2ccc(Br)cc2)C[C@@H]2CC[C@H]1N2C/C=C/CF,CHEMBL238,Ki,Sodium-dependent dopamine transporter,9.4,,9.4,0.0,1.0,0.0,test,9.4,1.0,0.0,0.0,7.308265,6.6790266,2.091735000000001,2.091735000000001
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C/C=C/CF,CHEMBL238,Ki,Sodium-dependent dopamine transporter,9.4,,9.4,0.0,1.0,0.0,test,9.4,1.0,0.0,0.0,7.308265,6.6790266,2.091735000000001,2.091735000000001
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,CHEMBL228,Ki,Sodium-dependent serotonin transporter,5.48,,5.48,0.0,1.0,0.0,test,5.48,1.0,0.0,0.0,7.5681314,6.6537743,-2.0881314,2.0881314
CCCN(CCC)[C@H]1CCc2c(F)ccc(O)c2C1,CHEMBL217,Ki,D(2) dopamine receptor,5.42,,5.42,0.0,1.0,0.0,test,5.42,1.0,0.0,0.0,7.508018,8.006598,-2.088018,2.088018
CN(CC(=O)NC(C)(C)C)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL217,IC50,D(2) dopamine receptor,5.81,,5.81,0.0,1.0,0.0,test,5.81,1.0,0.0,0.0,7.896344,7.440204,-2.0863440000000004,2.0863440000000004
COC(=O)C1C(c2ccc(/C=C\I)cc2)CC2CCC1N2C,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.96,,9.96,0.0,1.0,0.0,test,9.96,1.0,0.0,0.0,7.8830857,6.303276,2.076914300000001,2.076914300000001
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,CHEMBL224,IC50,5-hydroxytryptamine receptor 2A,7.62,,7.62,0.0,1.0,0.0,test,7.62,1.0,0.0,0.0,5.5482473,5.2679696,2.0717527000000002,2.0717527000000002
Cc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12,CHEMBL228,Ki,Sodium-dependent serotonin transporter,9.36,,9.36,0.0,1.0,0.0,test,9.36,1.0,0.0,0.0,7.288371,6.833887,2.0716289999999997,2.0716289999999997
Oc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,CHEMBL217,Ki,D(2) dopamine receptor,4.06,,4.06,0.0,1.0,0.0,test,4.06,1.0,0.0,0.0,6.1304884,6.7693553,-2.0704884000000003,2.0704884000000003
CN1[C@H]2CC[C@@H]1[C@@H](C=C(Br)Br)[C@@H](c1ccc(Cl)cc1)C2,CHEMBL222,Ki,Sodium-dependent noradrenaline transporter,8.46,,8.46,0.0,1.0,0.0,test,8.46,1.0,0.0,0.0,6.3972464,5.9937906,2.0627536000000006,2.0627536000000006
CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C,CHEMBL214,Ki,5-hydroxytryptamine receptor 1A,7.45,,7.45,0.0,1.0,0.0,test,7.45,1.0,0.0,0.0,5.389598,5.1410046,2.060402,2.060402
C=CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(OC)c1OC,CHEMBL217,Ki,D(2) dopamine receptor,9.065,,9.065,0.0,1.0,0.0,test,9.065,1.0,0.0,0.0,7.0050344,7.2963066,2.059965599999999,2.059965599999999
CCCN(CCC)C1CCc2ccccc2C1,CHEMBL214,IC50,5-hydroxytryptamine receptor 1A,8.62,,8.62,0.0,1.0,0.0,test,8.62,1.0,0.0,0.0,6.5622063,6.004566,2.0577936999999995,2.0577936999999995
CN(C)C[C@@H](c1ccccc1)[C@@H](O)c1ccccc1,CHEMBL222,Kd,Sodium-dependent noradrenaline transporter,5.65,,5.65,0.0,1.0,0.0,test,5.65,1.0,0.0,0.0,7.704671,7.1037645,-2.054671,2.054671
O=C(CCCN1CCC(O)(c2ccc(Cl)c(Cl)c2)CC1)c1ccc(F)cc1,CHEMBL217,Ki,D(2) dopamine receptor,9.81,,9.81,0.0,1.0,0.0,test,9.81,1.0,0.0,0.0,7.7606583,6.8283186,2.0493417000000003,2.0493417000000003
CN(C)Cc1cc(OCCO)ccc1Sc1ccccc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,8.96,,8.96,0.0,1.0,0.0,test,8.96,1.0,0.0,0.0,6.9121337,5.3467236,2.047866300000001,2.047866300000001
COc1ccccc1N1CCN(CCCCCCNC(=O)OC(C)(C)C)CC1,CHEMBL217,IC50,D(2) dopamine receptor,8.4,,8.4,0.0,1.0,0.0,test,8.4,1.0,0.0,0.0,6.3522663,6.6090884,2.0477337,2.0477337
CC(N(C)C)C1(c2ccc(OC(F)(F)F)cc2)CCCCC1,CHEMBL228,IC50,Sodium-dependent serotonin transporter,7.705,,7.705,0.0,1.0,0.0,test,7.705,1.0,0.0,0.0,5.65884,4.6406345,2.0461600000000004,2.0461600000000004
CN(C)Cc1ccccc1Oc1ccc(Cl)c(Cl)c1,CHEMBL228,IC50,Sodium-dependent serotonin transporter,8.71,,8.71,0.0,1.0,0.0,test,8.71,1.0,0.0,0.0,6.6651363,5.212202,2.0448637000000005,2.0448637000000005
CN(C)Cc1cc(OCCCO)ccc1Sc1ccccc1N,CHEMBL228,Ki,Sodium-dependent serotonin transporter,8.89,,8.89,0.0,1.0,0.0,test,8.89,1.0,0.0,0.0,6.846678,5.462082,2.0433220000000007,2.0433220000000007
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,CHEMBL217,AC50,D(2) dopamine receptor,7.96,,7.96,0.0,1.0,0.0,test,7.96,1.0,0.0,0.0,5.917104,5.870238,2.042896,2.042896
COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(F)cc1)N2C,CHEMBL228,IC50,Sodium-dependent serotonin transporter,5.3,,5.3,0.0,1.0,0.0,test,5.3,1.0,0.0,0.0,7.3401027,6.1501884,-2.0401027000000003,2.0401027000000003
C=CCN1C[C@H](OCCCN)C[C@@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,CHEMBL217,Ki,D(2) dopamine receptor,5.63,,5.63,0.0,1.0,0.0,test,5.63,1.0,0.0,0.0,7.66998,7.3232474,-2.03998,2.03998
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C/C=C/CF,CHEMBL228,Ki,Sodium-dependent serotonin transporter,8.66,,8.66,0.0,1.0,0.0,test,8.66,1.0,0.0,0.0,6.620075,5.7659006,2.039925,2.039925
CCCN[C@@H]1CCc2cccc(O)c2[C@@H]1CCC,CHEMBL214,Ki,5-hydroxytryptamine receptor 1A,8.54,,8.54,0.0,1.0,0.0,test,8.54,1.0,0.0,0.0,6.501196,6.0144796,2.038803999999999,2.038803999999999
CCCc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2C(=O)OC)N3C)cc1I,CHEMBL238,Ki,Sodium-dependent dopamine transporter,6.3,,6.3,0.0,1.0,0.0,test,6.3,1.0,0.0,0.0,8.336857,7.7913785,-2.0368570000000004,2.0368570000000004
